"run_id","created_at_utc","task_id","subtask_id","task_dir","tag","orchestrator_variant","success","termination_reason","error_type","judge_accepted","judge_force_accepted","wall_clock_seconds","plan_created","total_delegations","submission_attempts","judge_rejections","blueprint_matched","blueprint_id","blueprint_similarity","agent_curations_run","episode_curation_run","episode_curation_skipped","episode_familiarity","executed_agents","optimal_sequence","capability_boosted_agents","agent_discovery_sources","agent_retrieval_log","total_input_tokens","total_output_tokens","total_tokens","embedding_tokens","cost_llm","cost_embedding","cost_total","cost_by_model","playbook_confirm_votes","playbook_contradict_votes","playbook_bullets_added","playbook_bullets_pruned","playbook_unconfirmed_prunes","playbook_harm_prunes","playbook_consolidation_merges","playbook_evolution","num_internal_tool_calls","tool_call_history"
"","2026-06-30T21:56:37.017459+00:00","1-3","0","tasks/officebench/1-3","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","37.3","0","4","1","0","0","","0.0","1","1","0","0.0","[""shell""]","[""shell"", ""shell"", ""shell"", ""shell""]","4","{""shell"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""word"": ""embedding+capability"", ""ocr"": ""embedding+capability"", ""bookmark_manager"": ""embedding"", ""form_filler"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""file management"", ""document handling""], ""unmatched"": [], ""results"": [{""agent"": ""shell"", ""score"": 0.8553, ""source"": ""embedding+capability"", ""capability_score"": 0.8553, ""rank"": 1, ""matched_capabilities"": [""file management""]}, {""agent"": ""file_archiver"", ""score"": 0.8073, ""source"": ""embedding+capability"", ""capability_score"": 0.8014, ""rank"": 2, ""matched_capabilities"": [""file management""]}, {""agent"": ""word"", ""score"": 0.7982, ""source"": ""embedding+capability"", ""capability_score"": 0.7982, ""rank"": 3, ""matched_capabilities"": [""document handling""]}, {""agent"": ""ocr"", ""score"": 0.7976, ""source"": ""embedding+capability"", ""capability_score"": 0.7976, ""rank"": 4, ""matched_capabilities"": [""document handling""]}, {""agent"": ""bookmark_manager"", ""score"": 0.7884, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 5, ""matched_capabilities"": [""file management""]}, {""agent"": ""form_filler"", ""score"": 0.7869, ""source"": ""embedding+capability"", ""capability_score"": 0.7869, ""rank"": 6, ""matched_capabilities"": [""document handling""]}]}]","31691","2505","34196","1934","0.039165","0.000193","0.039358","{""gpt-5.4-mini-2026-03-17"": 0.032277, ""gpt-5.1-2025-11-13"": 0.006888}","1","0","2","0","0","0","0","[{""kind"": ""playbook_delta"", ""agent"": ""shell"", ""before_count"": 2, ""after_count"": 4, ""confirm_vote_count"": 1, ""contradict_vote_count"": 0, ""confirmed_ids"": [""shell-2""], ""contradicted_ids"": [], ""ignored_confirmed_ids"": [], ""ignored_contradicted_ids"": [], ""new_bullet_candidates"": [{""section"": ""strategy"", ""rule"": ""Retry failed renames with explicit source and destination paths, then verify by listing the target directory.""}, {""section"": ""capability"", ""rule"": ""Can rename files by moving them to a new filename.""}], ""added_count"": 2, ""added_bullets"": [{""bullet_id"": ""shell-1"", ""section"": ""capability"", ""rule"": ""Can rename files by moving them to a new filename.""}, {""bullet_id"": ""shell-4"", ""section"": ""strategy"", ""rule"": ""Retry failed renames with explicit source and destination paths, then verify by listing the target directory.""}], ""pruned_count"": 0, ""pruned_bullets"": []}]","3","[""gather_context"", ""task_complete"", ""judge_review""]"
"","2026-06-30T21:57:11.746443+00:00","1-3","1","tasks/officebench/1-3","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","20.3","0","2","1","0","1","828695aa-24ac-4ba6-b9f6-13e3f4d8c37c","0.8528104512208446","0","1","0","1.0","[""shell""]","[""shell"", ""shell"", ""shell"", ""shell""]","4","{""shell"": ""embedding+capability"", ""signature_verifier"": ""embedding+capability"", ""word"": ""embedding+capability"", ""ocr"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""bookmark_manager"": ""embedding"", ""llm"": ""embedding""}","[{""call"": 1, ""capabilities"": [""file management"", ""document inspection"", ""filename matching""], ""unmatched"": [], ""results"": [{""agent"": ""shell"", ""score"": 0.8553, ""source"": ""embedding+capability"", ""capability_score"": 0.8553, ""rank"": 1, ""matched_capabilities"": [""file management"", ""filename matching""]}, {""agent"": ""signature_verifier"", ""score"": 0.8204, ""source"": ""embedding+capability"", ""capability_score"": 0.8204, ""rank"": 2, ""matched_capabilities"": [""document inspection""]}, {""agent"": ""word"", ""score"": 0.811, ""source"": ""embedding+capability"", ""capability_score"": 0.811, ""rank"": 3, ""matched_capabilities"": [""document inspection""]}, {""agent"": ""ocr"", ""score"": 0.8099, ""source"": ""embedding+capability"", ""capability_score"": 0.8099, ""rank"": 4, ""matched_capabilities"": [""document inspection""]}, {""agent"": ""file_archiver"", ""score"": 0.8073, ""source"": ""embedding+capability"", ""capability_score"": 0.8014, ""rank"": 5, ""matched_capabilities"": [""file management""]}, {""agent"": ""bookmark_manager"", ""score"": 0.7884, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 6, ""matched_capabilities"": [""file management"", ""filename matching""]}, {""agent"": ""llm"", ""score"": 0.7604, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 7, ""matched_capabilities"": [""filename matching""]}]}]","20630","2227","22857","392","0.030049","3.9e-05","0.030088","{""gpt-5.4-mini-2026-03-17"": 0.02216, ""gpt-5.1-2025-11-13"": 0.007889}","0","0","0","0","0","0","0","[]","3","[""gather_context"", ""task_complete"", ""judge_review""]"
"","2026-06-30T21:58:17.463073+00:00","1-3","2","tasks/officebench/1-3","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","51.38","0","9","2","1","1","828695aa-24ac-4ba6-b9f6-13e3f4d8c37c","0.7727532386779785","0","1","0","0.0","[""shell""]","[""shell"", ""shell"", ""shell"", ""shell""]","5","{""excel"": ""embedding+capability"", ""shell"": ""embedding+capability"", ""survey_builder"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""backup_manager"": ""embedding+capability"", ""chart_builder"": ""embedding+capability"", ""task_scheduler"": ""embedding+capability"", ""database"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""file operations"", ""spreadsheet handling""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8416, ""source"": ""embedding+capability"", ""capability_score"": 0.8416, ""rank"": 1, ""matched_capabilities"": [""spreadsheet handling""]}, {""agent"": ""shell"", ""score"": 0.8265, ""source"": ""embedding+capability"", ""capability_score"": 0.8265, ""rank"": 2, ""matched_capabilities"": [""file operations""]}, {""agent"": ""survey_builder"", ""score"": 0.8133, ""source"": ""embedding+capability"", ""capability_score"": 0.8133, ""rank"": 3, ""matched_capabilities"": [""spreadsheet handling""]}, {""agent"": ""file_archiver"", ""score"": 0.7983, ""source"": ""embedding+capability"", ""capability_score"": 0.7965, ""rank"": 4, ""matched_capabilities"": [""file operations""]}, {""agent"": ""backup_manager"", ""score"": 0.7962, ""source"": ""embedding+capability"", ""capability_score"": 0.7962, ""rank"": 5, ""matched_capabilities"": [""file operations""]}, {""agent"": ""chart_builder"", ""score"": 0.7876, ""source"": ""embedding+capability"", ""capability_score"": 0.7876, ""rank"": 6, ""matched_capabilities"": [""spreadsheet handling""]}]}, {""call"": 2, ""capabilities"": [""filesystem operations"", ""command execution""], ""unmatched"": [], ""results"": [{""agent"": ""shell"", ""score"": 0.836, ""source"": ""embedding+capability"", ""capability_score"": 0.836, ""rank"": 1, ""matched_capabilities"": [""filesystem operations"", ""command execution""]}, {""agent"": ""file_archiver"", ""score"": 0.8019, ""source"": ""embedding+capability"", ""capability_score"": 0.8019, ""rank"": 2, ""matched_capabilities"": [""filesystem operations""]}, {""agent"": ""task_scheduler"", ""score"": 0.8016, ""source"": ""embedding+capability"", ""capability_score"": 0.8016, ""rank"": 3, ""matched_capabilities"": [""command execution""]}, {""agent"": ""backup_manager"", ""score"": 0.7999, ""source"": ""embedding+capability"", ""capability_score"": 0.7999, ""rank"": 4, ""matched_capabilities"": [""filesystem operations""]}, {""agent"": ""database"", ""score"": 0.7815, ""source"": ""embedding+capability"", ""capability_score"": 0.7815, ""rank"": 5, ""matched_capabilities"": [""command execution""]}]}]","78046","4332","82378","1117","0.086645","0.000112","0.086757","{""gpt-5.4-mini-2026-03-17"": 0.071578, ""gpt-5.1-2025-11-13"": 0.015067}","0","0","0","0","0","0","0","[]","6","[""gather_context"", ""task_complete"", ""judge_review"", ""gather_context"", ""task_complete"", ""judge_review""]"
"","2026-06-30T21:58:45.039898+00:00","1-3","3","tasks/officebench/1-3","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","13.19","0","2","1","0","1","828695aa-24ac-4ba6-b9f6-13e3f4d8c37c","0.7689424753189087","0","1","0","2.0","[""shell""]","[""shell"", ""shell"", ""shell""]","2","{""shell"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""backup_manager"": ""embedding+capability"", ""bookmark_manager"": ""embedding""}","[{""call"": 1, ""capabilities"": [""file management"", ""filesystem operations""], ""unmatched"": [], ""results"": [{""agent"": ""shell"", ""score"": 0.8553, ""source"": ""embedding+capability"", ""capability_score"": 0.8553, ""rank"": 1, ""matched_capabilities"": [""file management"", ""filesystem operations""]}, {""agent"": ""file_archiver"", ""score"": 0.8073, ""source"": ""embedding+capability"", ""capability_score"": 0.8014, ""rank"": 2, ""matched_capabilities"": [""file management"", ""filesystem operations""]}, {""agent"": ""backup_manager"", ""score"": 0.7999, ""source"": ""embedding+capability"", ""capability_score"": 0.7999, ""rank"": 3, ""matched_capabilities"": [""filesystem operations""]}, {""agent"": ""bookmark_manager"", ""score"": 0.7884, ""source"": ""embedding"", ""capability_score"": 0.0, ""rank"": 4, ""matched_capabilities"": [""file management""]}]}]","12706","1251","13957","285","0.018297","2.9e-05","0.018326","{""gpt-5.4-mini-2026-03-17"": 0.01273, ""gpt-5.1-2025-11-13"": 0.005567}","0","0","0","0","0","0","0","[]","3","[""gather_context"", ""task_complete"", ""judge_review""]"
"","2026-06-30T21:59:16.490957+00:00","1-3","4","tasks/officebench/1-3","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","17.72","0","2","1","0","1","828695aa-24ac-4ba6-b9f6-13e3f4d8c37c","0.7974081280937099","0","1","0","0.0","[""shell""]","[""shell"", ""shell"", ""shell"", ""shell""]","3","{""shell"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""task_scheduler"": ""capability"", ""backup_manager"": ""embedding+capability"", ""package_manager"": ""capability""}","[{""call"": 1, ""capabilities"": [""file operations"", ""shell command execution""], ""unmatched"": [], ""results"": [{""agent"": ""shell"", ""score"": 0.8632, ""source"": ""embedding+capability"", ""capability_score"": 0.7867, ""rank"": 1, ""matched_capabilities"": [""file operations"", ""shell command execution""]}, {""agent"": ""file_archiver"", ""score"": 0.7983, ""source"": ""embedding+capability"", ""capability_score"": 0.7965, ""rank"": 2, ""matched_capabilities"": [""file operations""]}, {""agent"": ""task_scheduler"", ""score"": 0.7983, ""source"": ""capability"", ""capability_score"": 0.7983, ""rank"": 3, ""matched_capabilities"": [""shell command execution""]}, {""agent"": ""backup_manager"", ""score"": 0.7962, ""source"": ""embedding+capability"", ""capability_score"": 0.7962, ""rank"": 4, ""matched_capabilities"": [""file operations""]}, {""agent"": ""package_manager"", ""score"": 0.7681, ""source"": ""capability"", ""capability_score"": 0.7681, ""rank"": 5, ""matched_capabilities"": [""shell command execution""]}]}]","15017","1886","16903","546","0.024008","5.5e-05","0.024063","{""gpt-5.4-mini-2026-03-17"": 0.016569, ""gpt-5.1-2025-11-13"": 0.007439}","0","0","0","0","0","0","0","[]","3","[""gather_context"", ""task_complete"", ""judge_review""]"
"","2026-06-30T22:00:13.298145+00:00","1-7","0","tasks/officebench/1-7","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","43.08","1","5","1","0","1","930c7c20-ccf9-498f-a6fa-5954c194b833","0.7621573522278491","1","1","0","1.0","[""shell"", ""excel""]","[""shell"", ""excel"", ""excel"", ""shell""]","6","{""excel"": ""embedding+capability"", ""shell"": ""capability"", ""word"": ""embedding+capability"", ""survey_builder"": ""embedding+capability"", ""code_reviewer"": ""embedding+capability"", ""pdf"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""spreadsheet editing"", ""file modification""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8491, ""source"": ""embedding+capability"", ""capability_score"": 0.8491, ""rank"": 1, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""shell"", ""score"": 0.8301, ""source"": ""capability"", ""capability_score"": 0.8301, ""rank"": 2, ""matched_capabilities"": [""file modification""]}, {""agent"": ""word"", ""score"": 0.8127, ""source"": ""embedding+capability"", ""capability_score"": 0.8127, ""rank"": 3, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""survey_builder"", ""score"": 0.8095, ""source"": ""embedding+capability"", ""capability_score"": 0.8095, ""rank"": 4, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""code_reviewer"", ""score"": 0.7817, ""source"": ""embedding+capability"", ""capability_score"": 0.7817, ""rank"": 5, ""matched_capabilities"": [""file modification""]}, {""agent"": ""pdf"", ""score"": 0.7794, ""source"": ""embedding+capability"", ""capability_score"": 0.7794, ""rank"": 6, ""matched_capabilities"": [""file modification""]}]}]","57272","4210","61482","835","0.067592","8.4e-05","0.067676","{""gpt-5.4-mini-2026-03-17"": 0.058308, ""gpt-5.1-2025-11-13"": 0.009284}","0","0","2","0","0","0","0","[{""kind"": ""playbook_delta"", ""agent"": ""excel"", ""before_count"": 2, ""after_count"": 4, ""confirm_vote_count"": 0, ""contradict_vote_count"": 0, ""confirmed_ids"": [], ""contradicted_ids"": [], ""ignored_confirmed_ids"": [], ""ignored_contradicted_ids"": [], ""new_bullet_candidates"": [{""section"": ""capability"", ""rule"": ""Can clear specific cells in an Excel row while preserving the workbook.""}, {""section"": ""strategy"", ""rule"": ""When removing a record, specify every affected column explicitly; row deletion may be implemented as clearing cells one by one, so verify all residual values are gone.""}], ""added_count"": 2, ""added_bullets"": [{""bullet_id"": ""excel-1"", ""section"": ""capability"", ""rule"": ""Can clear specific cells in an Excel row while preserving the workbook.""}, {""bullet_id"": ""excel-4"", ""section"": ""strategy"", ""rule"": ""When removing a record, specify every affected column explicitly; row deletion may be implemented as clearing cells one by one, so verify all residual values are gone.""}], ""pruned_count"": 0, ""pruned_bullets"": []}]","4","[""gather_context"", ""create_plan"", ""task_complete"", ""judge_review""]"
"","2026-06-30T22:00:58.272961+00:00","1-7","1","tasks/officebench/1-7","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","30.74","1","4","1","0","1","d3c75dbb-6839-4571-997a-731c5bbe331f","0.8794746923133547","0","1","0","1.0","[""shell"", ""excel""]","[""shell"", ""excel"", ""excel"", ""shell""]","3","{""excel"": ""embedding+capability+blueprint"", ""shell"": ""embedding+capability+blueprint"", ""word"": ""embedding+capability"", ""survey_builder"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""ocr"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""spreadsheet editing"", ""file manipulation""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8795, ""source"": ""embedding+capability+blueprint"", ""capability_score"": 0.8491, ""rank"": 1, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""shell"", ""score"": 0.8795, ""source"": ""embedding+capability+blueprint"", ""capability_score"": 0.8238, ""rank"": 2, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""word"", ""score"": 0.8127, ""source"": ""embedding+capability"", ""capability_score"": 0.8127, ""rank"": 3, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""survey_builder"", ""score"": 0.8095, ""source"": ""embedding+capability"", ""capability_score"": 0.8095, ""rank"": 4, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""file_archiver"", ""score"": 0.8047, ""source"": ""embedding+capability"", ""capability_score"": 0.7999, ""rank"": 5, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""ocr"", ""score"": 0.799, ""source"": ""embedding+capability"", ""capability_score"": 0.799, ""rank"": 6, ""matched_capabilities"": [""file manipulation""]}]}]","41777","2795","44572","600","0.048014","6e-05","0.048074","{""gpt-5.4-mini-2026-03-17"": 0.041184, ""gpt-5.1-2025-11-13"": 0.00683}","0","0","0","0","0","0","0","[]","4","[""gather_context"", ""create_plan"", ""task_complete"", ""judge_review""]"
"","2026-06-30T22:02:02.428129+00:00","1-7","2","tasks/officebench/1-7","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","50.44","1","5","1","0","1","d3c75dbb-6839-4571-997a-731c5bbe331f","0.8800292468105865","0","1","0","2.0","[""shell"", ""excel""]","[""shell"", ""excel"", ""excel"", ""shell""]","3","{""excel"": ""embedding+capability+blueprint"", ""shell"": ""embedding+capability+blueprint"", ""word"": ""embedding+capability"", ""survey_builder"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""ocr"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""spreadsheet editing"", ""file manipulation""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.88, ""source"": ""embedding+capability+blueprint"", ""capability_score"": 0.8491, ""rank"": 1, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""shell"", ""score"": 0.88, ""source"": ""embedding+capability+blueprint"", ""capability_score"": 0.8238, ""rank"": 2, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""word"", ""score"": 0.8127, ""source"": ""embedding+capability"", ""capability_score"": 0.8127, ""rank"": 3, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""survey_builder"", ""score"": 0.8095, ""source"": ""embedding+capability"", ""capability_score"": 0.8095, ""rank"": 4, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""file_archiver"", ""score"": 0.8047, ""source"": ""embedding+capability"", ""capability_score"": 0.7999, ""rank"": 5, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""ocr"", ""score"": 0.799, ""source"": ""embedding+capability"", ""capability_score"": 0.799, ""rank"": 6, ""matched_capabilities"": [""file manipulation""]}]}]","68964","4669","73633","727","0.078377","7.3e-05","0.07845","{""gpt-5.4-mini-2026-03-17"": 0.069266, ""gpt-5.1-2025-11-13"": 0.009111}","0","0","0","0","0","0","0","[]","4","[""gather_context"", ""create_plan"", ""task_complete"", ""judge_review""]"
"","2026-06-30T22:02:52.888580+00:00","1-7","3","tasks/officebench/1-7","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","36.71","1","4","1","0","1","d3c75dbb-6839-4571-997a-731c5bbe331f","0.777873608812524","0","1","0","2.0","[""shell"", ""excel""]","[""shell"", ""excel"", ""excel"", ""shell""]","6","{""excel"": ""embedding+capability"", ""shell"": ""embedding+capability"", ""word"": ""embedding+capability"", ""survey_builder"": ""embedding+capability"", ""file_archiver"": ""embedding+capability"", ""ocr"": ""embedding+capability"", ""data_anonymizer"": ""embedding+capability"", ""database"": ""embedding+capability"", ""llm"": ""capability""}","[{""call"": 1, ""capabilities"": [""spreadsheet editing"", ""file manipulation"", ""data cleanup""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8491, ""source"": ""embedding+capability"", ""capability_score"": 0.8491, ""rank"": 1, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""shell"", ""score"": 0.8238, ""source"": ""embedding+capability"", ""capability_score"": 0.8238, ""rank"": 2, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""word"", ""score"": 0.8127, ""source"": ""embedding+capability"", ""capability_score"": 0.8127, ""rank"": 3, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""survey_builder"", ""score"": 0.8095, ""source"": ""embedding+capability"", ""capability_score"": 0.8095, ""rank"": 4, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""file_archiver"", ""score"": 0.8047, ""source"": ""embedding+capability"", ""capability_score"": 0.7999, ""rank"": 5, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""ocr"", ""score"": 0.799, ""source"": ""embedding+capability"", ""capability_score"": 0.799, ""rank"": 6, ""matched_capabilities"": [""file manipulation""]}, {""agent"": ""data_anonymizer"", ""score"": 0.7885, ""source"": ""embedding+capability"", ""capability_score"": 0.7828, ""rank"": 7, ""matched_capabilities"": [""data cleanup""]}, {""agent"": ""database"", ""score"": 0.7759, ""source"": ""embedding+capability"", ""capability_score"": 0.7702, ""rank"": 8, ""matched_capabilities"": [""data cleanup""]}, {""agent"": ""llm"", ""score"": 0.7726, ""source"": ""capability"", ""capability_score"": 0.7726, ""rank"": 9, ""matched_capabilities"": [""data cleanup""]}]}]","43495","3499","46994","615","0.052814","6.2e-05","0.052876","{""gpt-5.4-mini-2026-03-17"": 0.045714, ""gpt-5.1-2025-11-13"": 0.0071}","0","0","0","0","0","0","0","[]","4","[""gather_context"", ""create_plan"", ""task_complete"", ""judge_review""]"
"","2026-06-30T22:03:46.475612+00:00","1-7","4","tasks/officebench/1-7","full_rich_20260626-officebench_train_memory_fold_3","full_rich_20260626/officebench_train_memory_fold_3","1","planned","","1","0","39.63","1","4","1","0","1","d3c75dbb-6839-4571-997a-731c5bbe331f","0.8085129159566886","0","1","0","0.0","[""shell"", ""excel""]","[""shell"", ""excel"", ""excel"", ""shell""]","9","{""excel"": ""embedding+capability"", ""shell"": ""capability"", ""bookmark_manager"": ""embedding+capability"", ""word"": ""embedding+capability"", ""email"": ""capability"", ""survey_builder"": ""embedding+capability"", ""ocr"": ""embedding+capability"", ""code_reviewer"": ""embedding+capability"", ""pdf"": ""embedding+capability""}","[{""call"": 1, ""capabilities"": [""spreadsheet editing"", ""file modification"", ""document search""], ""unmatched"": [], ""results"": [{""agent"": ""excel"", ""score"": 0.8491, ""source"": ""embedding+capability"", ""capability_score"": 0.8491, ""rank"": 1, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""shell"", ""score"": 0.8301, ""source"": ""capability"", ""capability_score"": 0.8301, ""rank"": 2, ""matched_capabilities"": [""file modification""]}, {""agent"": ""bookmark_manager"", ""score"": 0.8198, ""source"": ""embedding+capability"", ""capability_score"": 0.8198, ""rank"": 3, ""matched_capabilities"": [""document search""]}, {""agent"": ""word"", ""score"": 0.8128, ""source"": ""embedding+capability"", ""capability_score"": 0.8128, ""rank"": 4, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""email"", ""score"": 0.8127, ""source"": ""capability"", ""capability_score"": 0.8127, ""rank"": 5, ""matched_capabilities"": [""document search""]}, {""agent"": ""survey_builder"", ""score"": 0.8095, ""source"": ""embedding+capability"", ""capability_score"": 0.8095, ""rank"": 6, ""matched_capabilities"": [""spreadsheet editing""]}, {""agent"": ""ocr"", ""score"": 0.8064, ""source"": ""embedding+capability"", ""capability_score"": 0.8064, ""rank"": 7, ""matched_capabilities"": [""document search""]}, {""agent"": ""code_reviewer"", ""score"": 0.7817, ""source"": ""embedding+capability"", ""capability_score"": 0.7817, ""rank"": 8, ""matched_capabilities"": [""file modification""]}, {""agent"": ""pdf"", ""score"": 0.7794, ""source"": ""embedding+capability"", ""capability_score"": 0.7794, ""rank"": 9, ""matched_capabilities"": [""file modification""]}]}]","42299","2941","45240","642","0.049165","6.4e-05","0.049229","{""gpt-5.4-mini-2026-03-17"": 0.042359, ""gpt-5.1-2025-11-13"": 0.006806}","0","0","0","0","0","0","0","[]","4","[""gather_context"", ""create_plan"", ""task_complete"", ""judge_review""]"
